t,m,j,u,Price
2016-17,Northern,Kapla,Kilogram,10.27857143
2016-17,Northern,Kapla,Other unit,2.008658009
2016-17,Northern,Kapla,Piece,1.875793651
2016-17,Northern,Kapla,Pound,7.283333333
2016-17,Northern,Kapla,Single,2.036987182
2016-17,Northern,Lime,Bundle,1
2016-17,Northern,Macaroni,Packet,2.576612903
2016-17,Northern,Macaroni,Satchet,2.916666667
2016-17,Northern,Mackerel (processed),Box/Carton,160
2016-17,Northern,Mackerel (processed),Margarin tin,4
2016-17,Northern,Mackerel (processed),Millilitre,2.5
2016-17,Northern,Mackerel (processed),Piece,3.145833333
2016-17,Northern,Mackerel (processed),Single,3.928571429
2016-17,Northern,Mackerel (processed),Tin,3.645562771
2016-17,Northern,Maize (cob),American Tin (Olonka),2.682060185
2016-17,Northern,Maize (cob),Bowl,4.961641541
2016-17,Northern,Maize (cob),Single,0.5200000012
2016-17,Northern,Maize (flour/dough),American Tin (Olonka),3.42957958
2016-17,Northern,Maize (flour/dough),Balls,2.820512821
2016-17,Northern,Maize (flour/dough),Bowl,4.209787268
2016-17,Northern,Maize (flour/dough),Heap,3.0485346
2016-17,Northern,Maize (grain),American Tin (Olonka),3.974333091
2016-17,Northern,Maize (grain),Bowl,13.00242766
2016-17,Northern,Maizena,Tin,12
2016-17,Northern,Malt Drinks (bottle),Beer bottle,2.888888889
2016-17,Northern,Malt Drinks (bottle),Bowl,1.333333333
2016-17,Northern,Malt Drinks (bottle),Box/Carton,18.88461538
2016-17,Northern,Malt Drinks (bottle),Crate,16.5
2016-17,Northern,Malt Drinks (bottle),Fanta bottle,2.648374093
2016-17,Northern,Malt Drinks (bottle),Fingers,3
2016-17,Northern,Malt Drinks (bottle),Loaf,2.5
2016-17,Northern,Malt Drinks (bottle),Other unit,2.591666667
2016-17,Northern,Malt Drinks (bottle),Packet,17.75
2016-17,Northern,Malt Drinks (bottle),Piece,2.59952283
2016-17,Northern,Malt Drinks (bottle),Satchet,2.5
2016-17,Northern,Malt Drinks (bottle),Single,2.605523658
2016-17,Northern,Malt Drinks (bottle),Tin,2.75
2016-17,Northern,Malt Drinks (bottle),Tubers,72
2016-17,Northern,Malt Drinks (canned),1000 kg /metric tonnes/tonnes,3
2016-17,Northern,Malt Drinks (canned),Box/Carton,28.33333333
2016-17,Northern,Malt Drinks (canned),Crate,35.66666667
2016-17,Northern,Malt Drinks (canned),Fanta bottle,2.375
2016-17,Northern,Malt Drinks (canned),Millilitre,3
2016-17,Northern,Malt Drinks (canned),Other unit,2.895833333
2016-17,Northern,Malt Drinks (canned),Packet,24.75
2016-17,Northern,Malt Drinks (canned),Piece,2.812841898
2016-17,Northern,Malt Drinks (canned),Single,2.82717214
2016-17,Northern,Malt Drinks (canned),Tin,2.957792208
2016-17,Northern,Mango,Balls,0.2123214286
2016-17,Northern,Mango,Basket,5
2016-17,Northern,Mango,Bowl,3.791666667
2016-17,Northern,Mango,Bundle,1
2016-17,Northern,Mango,Heap,2.017411616
2016-17,Northern,Mango,Piece,0.2927057971
2016-17,Northern,Mango,Single,0.942466179
2016-17,Northern,Margarine,Beer bottle,6.055555556
2016-17,Northern,Margarine,Bundle,0.4
2016-17,Northern,Margarine,Fanta bottle,2.666666667
2016-17,Northern,Margarine,Heap,0.5
2016-17,Northern,Margarine,Margarin tin,10.875
2016-17,Northern,Margarine,Other unit,15
2016-17,Northern,Margarine,Piece,12
2016-17,Northern,Margarine,Satchet,5
2016-17,Northern,Margarine,Tin,30
2016-17,Northern,Milk (evaporated),Bar,3
2016-17,Northern,Milk (evaporated),Box/Carton,31.15
2016-17,Northern,Milk (evaporated),Crate,72
2016-17,Northern,Milk (evaporated),Gram,0.009302325581
2016-17,Northern,Milk (evaporated),Heap,3
2016-17,Northern,Milk (evaporated),Other unit,2.2
2016-17,Northern,Milk (evaporated),Packet,1
2016-17,Northern,Milk (evaporated),Piece,2.659920635
2016-17,Northern,Milk (evaporated),Satchet,1.18
2016-17,Northern,Milk (evaporated),Single,2.945079954
2016-17,Northern,Milk (evaporated),Tin,3.808833701
2016-17,Northern,Milk (fresh),Beer bottle,2.347529304
2016-17,Northern,Milk (fresh),Bowl,1.05790689
2016-17,Northern,Milk (fresh),Box/Carton,2
2016-17,Northern,Milk (fresh),Fanta bottle,1.237698413
2016-17,Northern,Milk (fresh),Heap,0.6333333333
2016-17,Northern,Milk (fresh),Litres,3.446310935
2016-17,Northern,Milk (fresh),Margarin tin,0.7
2016-17,Northern,Milk (fresh),Other unit,0.7736507937
2016-17,Northern,Milk (fresh),Tin,0.9604672188
2016-17,Northern,Milk (powdered),Blister / Strip,0.9444444444
2016-17,Northern,Milk (powdered),Bundle,0.5344712829
2016-17,Northern,Milk (powdered),Gram,0.02
2016-17,Northern,Milk (powdered),Heap,0.5632411067
2016-17,Northern,Milk (powdered),Margarin tin,6.75
2016-17,Northern,Milk (powdered),Mini bag,0.8
2016-17,Northern,Milk (powdered),Other unit,0.4476937799
2016-17,Northern,Milk (powdered),Packet,3.722222222
2016-17,Northern,Milk (powdered),Piece,0.4555555556
2016-17,Northern,Milk (powdered),Satchet,1.869474379
2016-17,Northern,Milk (powdered),Single,1.484090909
2016-17,Northern,Milk (powdered),Tin,26.5
2016-17,Northern,"Milk (tinned, condensed)",Gram,8
2016-17,Northern,"Milk (tinned, condensed)",Satchet,1
2016-17,Northern,"Milk (tinned, condensed)",Single,6.5
2016-17,Northern,"Milk (tinned, condensed)",Tin,6.6875
2016-17,Northern,Millet,American Tin (Olonka),3.930263158
2016-17,Northern,Millet,Bowl,5.660938501
2016-17,Northern,Millet (flour),American Tin (Olonka),5.391025641
2016-17,Northern,Millet (flour),Bowl,4.062399598
2016-17,Northern,Oil (coconut),Beer bottle,4
2016-17,Northern,Oil (coconut),Fanta bottle,2.5
2016-17,Northern,Oil (coconut),Litres,1.25
2016-17,Northern,Oil (coconut),Mini bag,1
2016-17,Northern,Oil (groundnut),Beer bottle,4.225428143
2016-17,Northern,Oil (groundnut),Bowl,4.333333333
2016-17,Northern,Oil (groundnut),Bundle,1.888888889
2016-17,Northern,Oil (groundnut),Fanta bottle,2.344945163
2016-17,Northern,Oil (groundnut),Litres,3.626857143
2016-17,Northern,Oil (groundnut),Mini bag,0.8909090909
2016-17,Northern,Oil (groundnut),Other unit,2.198666667
2016-17,Northern,Oil (groundnut),Piece,2
2016-17,Northern,Oil (groundnut),Satchet,1
2016-17,Northern,Oil (groundnut),Tin,3
2016-17,Northern,Oil (palm kernel),Beer bottle,3.222222222
2016-17,Northern,Oil (palm kernel),Fanta bottle,2.425925926
2016-17,Northern,Oil (palm kernel),Other unit,13.5
2016-17,Northern,Oil (palm),Beer bottle,4.702691511
2016-17,Northern,Oil (palm),Bundle,0.5
2016-17,Northern,Oil (palm),Fanta bottle,2.679824561
2016-17,Northern,Oil (palm),Heap,1.333333333
2016-17,Northern,Oil (palm),Litres,5.395602041
2016-17,Northern,Oil (palm),Millilitre,0.001333333333
2016-17,Northern,Oil (palm),Other unit,8.046418219
2016-17,Northern,Oil (palm),Piece,8
2016-17,Northern,Oil (palm),Satchet,1.099173554
2016-17,Northern,Oil (palm),Single,25
2016-17,Northern,Oil (palm),Stick,2.666666667
2016-17,Northern,Oil (palm),Tot (25mls),0.1625
2016-17,Northern,Oil (vegetable),Beer bottle,5.048698345
2016-17,Northern,Oil (vegetable),Bowl,9.8
2016-17,Northern,Oil (vegetable),Bundle,1.419232038
2016-17,Northern,Oil (vegetable),Fanta bottle,2.660056028
2016-17,Northern,Oil (vegetable),Heap,2.115718244
2016-17,Northern,Oil (vegetable),Litres,8.792347371
2016-17,Northern,Oil (vegetable),Loaf,4.25
2016-17,Northern,Oil (vegetable),Margarin tin,2
2016-17,Northern,Oil (vegetable),Millilitre,0.012
2016-17,Northern,Oil (vegetable),Mini bag,0.9548029557
2016-17,Northern,Oil (vegetable),Other unit,7.513001224
2016-17,Northern,Oil (vegetable),Piece,1.754545455
2016-17,Northern,Oil (vegetable),Satchet,1.727083333
2016-17,Northern,Oil (vegetable),Single,8.315018315
2016-17,Northern,Oil (vegetable),Tin,1.121428571
2016-17,Northern,Oil (vegetable),Tot (25mls),0.62
2016-17,Northern,Okra,American Tin (Olonka),10.79086022
2016-17,Northern,Okra,Balls,2
2016-17,Northern,Okra,Basket,0.1428571429
2016-17,Northern,Okra,Bowl,5.533105093
2016-17,Northern,Okra,Bundle,1.419698314
2016-17,Northern,Okra,Heap,1.885570372
2016-17,Northern,Okra,Margarin tin,4.45
2016-17,Northern,Okra,Mini bag,13.04285714
2016-17,Northern,Okra,Other unit,1.451895091
2016-17,Northern,Okra,Packet,2
2016-17,Northern,Okra,Piece,0.188685281
2016-17,Northern,Okra,Pot,2
2016-17,Northern,Okra,Pound,2
2016-17,Northern,Okra,Satchet,0.875
2016-17,Northern,Okra,Set,1.621062997
2016-17,Northern,Okra,Single,0.2958333333
2016-17,Northern,Okra,Tubers,1
2016-17,Northern,Onion,American Tin (Olonka),14.55803116
2016-17,Northern,Onion,Balls,0.5166666667
2016-17,Northern,Onion,Basket,6.9
2016-17,Northern,Onion,Beer bottle,2
2016-17,Northern,Onion,Bowl,8.127876984
2016-17,Northern,Onion,Bucket,20
2016-17,Northern,Onion,Bunch,1.5
2016-17,Northern,Onion,Bundle,2.027977759
2016-17,Northern,Onion,Fanta bottle,1
2016-17,Northern,Onion,Heap,1.584329877
2016-17,Northern,Onion,Mini bag,0.9722222222
2016-17,Northern,Onion,Other unit,1.110763174
2016-17,Northern,Onion,Piece,0.3500182362
2016-17,Northern,Onion,Pound,2
2016-17,Northern,Onion,Satchet,1.797451963
2016-17,Northern,Onion,Set,1.767857143
2016-17,Northern,Onion,Single,0.4202844686
2016-17,Northern,Onion,Tin,1
2016-17,Northern,Orange,Balls,0.2893923158
2016-17,Northern,Orange,Bowl,3.333333333
2016-17,Northern,Orange,Heap,2.65
2016-17,Northern,Orange,Piece,0.3001821746
2016-17,Northern,Orange,Single,0.4876939961
2016-17,Northern,Other Alcoholic Beverages,Beer bottle,2.333333333
2016-17,Northern,Other Alcoholic Beverages,Litres,1.884615385
2016-17,Northern,Other Alcoholic Beverages,Other unit,1.25
2016-17,Northern,Other Beverages,Beer bottle,1
2016-17,Northern,Other Beverages,Box/Carton,5
2016-17,Northern,Other Beverages,Fanta bottle,2.291666667
2016-17,Northern,Other Beverages,Kilogram,7
2016-17,Northern,Other Beverages,Litres,3.866666667
2016-17,Northern,Other Beverages,Other unit,0.856312709
2016-17,Northern,Other Beverages,Packet,4.5
2016-17,Northern,Other Beverages,Piece,0.5
2016-17,Northern,Other Beverages,Satchet,2.57745098
2016-17,Northern,Other Beverages,Visit,4
2016-17,Northern,Other Cereal,Single,0.5
2016-17,Northern,Other Domestic Poultry,American Tin (Olonka),5
2016-17,Northern,Other Domestic Poultry,Single,17.5
2016-17,Northern,Other Fish,1000 kg /metric tonnes/tonnes,0.005
2016-17,Northern,Other Fish,American Tin (Olonka),11.2
2016-17,Northern,Other Fish,Basket,0.5
2016-17,Northern,Other Fish,Bowl,13.45425904
2016-17,Northern,Other Fish,Heap,8.886830588
2016-17,Northern,Other Fish,Kilogram,6.1875
2016-17,Northern,Other Fish,Margarin tin,2.371794872
2016-17,Northern,Other Fish,Mini bag,4.4
2016-17,Northern,Other Fish,Other unit,3.181818182
2016-17,Northern,Other Fish,Piece,1.330576441
2016-17,Northern,Other Fish,Set,2
2016-17,Northern,Other Fish,Single,4.31079932
2016-17,Northern,Other Flours,American Tin (Olonka),2
2016-17,Northern,Other Fruits,Bowl,0.3
2016-17,Northern,Other Fruits,Bundle,1
2016-17,Northern,Other Fruits,Heap,1.116666667
2016-17,Northern,Other Fruits,Piece,0.4583333333
2016-17,Northern,Other Fruits,Single,2.464074076
2016-17,Northern,Other Fruits,Stick,0.9166666667
2016-17,Northern,Other Grains,Bowl,3.833333333
2016-17,Northern,Other Leafy Vegetable,Bowl,2.439969136
2016-17,Northern,Other Leafy Vegetable,Bundle,1.25
2016-17,Northern,Other Leafy Vegetable,Heap,1.554497354
2016-17,Northern,Other Meat,Bowl,9.333333333
2016-17,Northern,Other Meat,Kilogram,6.890350877
2016-17,Northern,Other Meat,Millilitre,10
2016-17,Northern,Other Meat,Other unit,0.6666666667
2016-17,Northern,Other Meat,Piece,7.492424242
2016-17,Northern,Other Meat,Pound,5.866666667
2016-17,Northern,Other Meat,Single,27.48780488
2016-17,Northern,Other Milk Products,Packet,1
2016-17,Northern,Other Milk Products,Piece,1.028571429
2016-17,Northern,Other Milk Products,Single,1
2016-17,Northern,Other Nut/Seed,Bowl,5.153333333
2016-17,Northern,Other Nut/Seed,Margarin tin,1.822916667
2016-17,Northern,Other Oils,Beer bottle,2.8
2016-17,Northern,Other Oils,Fanta bottle,6.5
2016-17,Northern,Other Oils,Heap,10
2016-17,Northern,Other Oils,Litres,5.35
2016-17,Northern,Other Oils,Other unit,16.58333333
2016-17,Northern,Other Oils,Single,18
2016-17,Northern,Other Pulses,Bowl,6.546511628
2016-17,Northern,Other Pulses,Heap,2
2016-17,Northern,Other Pulses,Margarin tin,2
2016-17,Northern,Other Spices,Balls,0.35
2016-17,Northern,Other Spices,Bowl,8
2016-17,Northern,Other Spices,Heap,0.8312078978
2016-17,Northern,Other Spices,Other unit,0.6527272727
2016-17,Northern,Other Spices,Packet,8.444444444
2016-17,Northern,Other Spices,Piece,0.1944444444
2016-17,Northern,Other Spices,Satchet,0.5734848485
2016-17,Northern,Other Spices,Set,1
2016-17,Northern,Other Spices,Single,0.39
2016-17,Northern,Other Spirits,Beer bottle,0.9221659919
2016-17,Northern,Other Spirits,Fanta bottle,0.5
2016-17,Northern,Other Spirits,Satchet,0.5
2016-17,Northern,Other Spirits,Tot (25mls),0.3666666667
2016-17,Northern,Other Tobacco,Balls,0.5
2016-17,Northern,Other Tobacco,Bowl,6
2016-17,Northern,Other Tobacco,Heap,0.5625
2016-17,Northern,Other Tobacco,Other unit,1.68261563
2016-17,Northern,Other Tobacco,Packet,3
2016-17,Northern,Other Tobacco,Piece,1.513690476
2016-17,Northern,Other Tobacco,Rolls,1
2016-17,Northern,Other Tobacco,Single,2
2016-17,Northern,Other Tobacco,Stick,0.5
2016-17,Northern,Other Tobacco,Tin,1.8
2016-17,Northern,Other Tubers,Heap,2.3
2016-17,Northern,Other Tubers,Tubers,12
2016-17,Northern,Other Vegetable,American Tin (Olonka),12.41686743
2016-17,Northern,Other Vegetable,Balls,1.880952381
2016-17,Northern,Other Vegetable,Bowl,5.728657074
2016-17,Northern,Other Vegetable,Bucket,1
2016-17,Northern,Other Vegetable,Bunch,1.206712963
2016-17,Northern,Other Vegetable,Bundle,1.235686275
2016-17,Northern,Other Vegetable,Heap,1.693835305
2016-17,Northern,Other Vegetable,Margarin tin,2.074533147
2016-17,Northern,Other Vegetable,Other unit,0.9663019729
2016-17,Northern,Other Vegetable,Piece,1.833333333
2016-17,Northern,Other Vegetable,Satchet,1.5
2016-17,Northern,Other Vegetable,Set,2.333333333
2016-17,Northern,Other Vegetable,Single,1.812222222
2016-17,Northern,Other Vegetable,Tin,1
2016-17,Northern,Palm Nut,American Tin (Olonka),7.2
2016-17,Northern,Palm Nut,Bowl,6.010638298
2016-17,Northern,Palm Nut,Bundle,2.333333333
2016-17,Northern,Palm Nut,Heap,2.705391352
2016-17,Northern,Palm Nut,Kilogram,4
2016-17,Northern,Palm Nut,Margarin tin,1
2016-17,Northern,Palm Nut,Other unit,1
2016-17,Northern,Palm Nut,Satchet,2.166666667
2016-17,Northern,Pawpaw,Balls,1.3
2016-17,Northern,Pawpaw,Bundle,1.5
2016-17,Northern,Pawpaw,Piece,1.025
2016-17,Northern,Pawpaw,Single,1.357142857
2016-17,Northern,"Pepper (dried, red)",American Tin (Olonka),7.335185185
2016-17,Northern,"Pepper (dried, red)",Balls,1.25
2016-17,Northern,"Pepper (dried, red)",Beer bottle,2
2016-17,Northern,"Pepper (dried, red)",Bowl,6.236258172
2016-17,Northern,"Pepper (dried, red)",Bundle,1.382352941
2016-17,Northern,"Pepper (dried, red)",Heap,1.474028023
2016-17,Northern,"Pepper (dried, red)",Margarin tin,1.096774194
2016-17,Northern,"Pepper (dried, red)",Mini bag,0.7506613757
2016-17,Northern,"Pepper (dried, red)",Other unit,1.069530876
2016-17,Northern,"Pepper (dried, red)",Packet,2
2016-17,Northern,"Pepper (dried, red)",Piece,0.9666666667
2016-17,Northern,"Pepper (dried, red)",Pot,1
2016-17,Northern,"Pepper (dried, red)",Satchet,1
2016-17,Northern,"Pepper (dried, red)",Set,1.247395833
2016-17,Northern,"Pepper (dried, red)",Single,1.25
2016-17,Northern,"Pepper (dried, red)",Tin,0.51
2016-17,Northern,Pepper (fresh),American Tin (Olonka),4.266666667
2016-17,Northern,Pepper (fresh),Bowl,6.119234801
2016-17,Northern,Pepper (fresh),Bundle,1.255282323
2016-17,Northern,Pepper (fresh),Heap,1.828493398
2016-17,Northern,Pepper (fresh),Margarin tin,1.253627451
2016-17,Northern,Pepper (fresh),Mini bag,1
2016-17,Northern,Pepper (fresh),Other unit,1.605587121
2016-17,Northern,Pepper (fresh),Packet,2
2016-17,Northern,Pepper (fresh),Piece,1.225
2016-17,Northern,Pepper (fresh),Satchet,0.9166666667
2016-17,Northern,Pepper (fresh),Set,0.9331230498
2016-17,Northern,Pepper (powder),American Tin (Olonka),7.666666667
2016-17,Northern,Pepper (powder),Bowl,9.327272727
2016-17,Northern,Pepper (powder),Bunch,1
2016-17,Northern,Pepper (powder),Bundle,0.9068518519
2016-17,Northern,Pepper (powder),Heap,1.795239804
2016-17,Northern,Pepper (powder),Margarin tin,1.928571429
2016-17,Northern,Pepper (powder),Mini bag,0.75
2016-17,Northern,Pepper (powder),Other unit,0.6252874303
2016-17,Northern,Pepper (powder),Piece,0.8888888889
2016-17,Northern,Pepper (powder),Pound,2
2016-17,Northern,Pepper (powder),Satchet,0.7760270775
2016-17,Northern,Pepper (powder),Set,2
2016-17,Northern,Pepper (powder),Single,2.5
2016-17,Northern,Pepper (powder),Tin,1
2016-17,Northern,Pineapple,Heap,0.5333333333
2016-17,Northern,Pineapple,Piece,5
2016-17,Northern,Pineapple,Single,5.1
2016-17,Northern,Plantain,American Tin (Olonka),4
2016-17,Northern,Plantain,Bowl,10
2016-17,Northern,Plantain,Bunch,9.041666667
2016-17,Northern,Plantain,Fingers,1.386173768
2016-17,Northern,Plantain,Heap,4.375
2016-17,Northern,Plantain,Piece,1.666666667
2016-17,Northern,Plantain,Single,0.725
2016-17,Northern,Plantain,Stick,1
2016-17,Northern,Pork,1000 kg /metric tonnes/tonnes,50
2016-17,Northern,Pork,Bowl,9.607142857
2016-17,Northern,Pork,Heap,5.477777778
2016-17,Northern,Pork,Kilogram,6.938302653
2016-17,Northern,Pork,Other unit,10.66868687
2016-17,Northern,Pork,Piece,8.56398529
2016-17,Northern,Pork,Pound,5.323538685
2016-17,Northern,Pork,Satchet,5
2016-17,Northern,Pork,Single,209.859375
2016-17,Northern,Pork (feet),Pound,7
2016-17,Northern,Pork (feet),Single,3
2016-17,Northern,Pork (rib),Kilogram,7.142857143
2016-17,Northern,Pork (rib),Pound,7.8
2016-17,Northern,Pork (shoulder),Kilogram,7.142857143
2016-17,Northern,Pork (shoulder),Pound,8
2016-17,Northern,Potato,American Tin (Olonka),1.555555556
2016-17,Northern,Potato,Balls,1
2016-17,Northern,Potato,Bowl,10
2016-17,Northern,Potato,Heap,1.539285714
2016-17,Northern,Potato,Piece,0.5
2016-17,Northern,Potato,Tubers,0.625
2016-17,Northern,Rice (imported),American Tin (Olonka),6
2016-17,Northern,Rice (imported),Bowl,7.84814523
2016-17,Northern,Rice (imported),Kilogram,8.666065934
2016-17,Northern,Rice (imported),Margarin tin,21.05641575
2016-17,Northern,Rice (imported),Satchet,1
2016-17,Northern,Rice (local),American Tin (Olonka),7.18530303
2016-17,Northern,Rice (local),Bowl,6.345002537
2016-17,Northern,Rice (local),Margarin tin,7.064345089
2016-17,Northern,Salmon (smoked),Bowl,30
2016-17,Northern,Salmon (smoked),Fingers,2.667307692
2016-17,Northern,Salmon (smoked),Heap,2.366666667
2016-17,Northern,Salmon (smoked),Kilogram,9.577777778
2016-17,Northern,Salmon (smoked),Millilitre,5
2016-17,Northern,Salmon (smoked),Other unit,3.166666667
2016-17,Northern,Salmon (smoked),Piece,1.937418105
2016-17,Northern,Salmon (smoked),Pound,6
2016-17,Northern,Salmon (smoked),Single,3.00756166
2016-17,Northern,Salt,American Tin (Olonka),11.63100536
2016-17,Northern,Salt,Balls,1.333333333
2016-17,Northern,Salt,Bowl,4.9003729
2016-17,Northern,Salt,Bunch,1
2016-17,Northern,Salt,Bundle,1.418040293
2016-17,Northern,Salt,Fanta bottle,1
2016-17,Northern,Salt,Gram,0.005625
2016-17,Northern,Salt,Heap,1.283830083
2016-17,Northern,Salt,Margarin tin,1.343647209
2016-17,Northern,Salt,Mini bag,4.817296075
2016-17,Northern,Salt,Other unit,0.8410822578
2016-17,Northern,Salt,Packet,2.47962963
2016-17,Northern,Salt,Piece,1.01875
2016-17,Northern,Salt,Pound,1.253472222
2016-17,Northern,Salt,Satchet,1.304205484
2016-17,Northern,Salt,Single,1.21344086
2016-17,Northern,Salt,Tin,0.7820175439
2016-17,Northern,Sausage (chicken),Packet,5
2016-17,Northern,Schnapps,Piece,10
2016-17,Northern,Schnapps,Single,16.25
2016-17,Northern,Shallot,Bowl,6.195054945
2016-17,Northern,Shallot,Bunch,1
2016-17,Northern,Shallot,Bundle,1
2016-17,Northern,Shallot,Heap,1.85
2016-17,Northern,Shallot,Maxi bag,2
2016-17,Northern,Shallot,Other unit,1.163690476
